name,symbol,seller_fee_basis_points,Monkey Name,Monkey ID,Monkey Parents,Monkey Gender,Monkey Date of Birth,Alpha Score,Color,Tattoo,Hairstyle,Eyes,Mouth,Nose,Ears,Arms,Legs,Outfit,Pattern Style,Accuracy,Max Accuracy,Passing,Max Passing,Defense,Max Defense,Control,Max Control,Precision Shot,Protective Holding,Hard Header,Flank Pass,Extreme Pressing,Pass Interception,Hard Tackle,Defensive Awareness,Last Stand Defense,Golden Gloves,Goalie Resistance,Goalie Long Ball,Monkey evolution history,Type,Created,collection: name/family,creators: address/share
Monkey #11095,ML,450,Condoo,11095,,Male,2022-01-24T20:29:31.8424,595,MonkeyPink,Tribal,Crown Top,Angry,Bubblegum,Silver Septum Ring on Waterfall Nose,Pigeon,Leaf Tip Max Muscle,Leaf Tip,Hoodie & Headphones,Half n Half,17,94,17,79,10,76,19,78,0.12,0.03,0.06,0.08,0.1,0.21,0.18,0.1,0.15,0.04,0.07,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11382,ML,450,Alozy,11382,,Male,2022-01-24T20:29:31.9514,390,Ash Black,None,Mountain Top with Headband,Mindful,Smirk,Waterfall,Single Ear Gold Hoop,Bare Muscle Arm,Wing Tip,Sleeveless Hoodie,Half n Half,14,79,14,77,14,83,12,85,0.09,0.1,0.07,0.15,0.17,0.05,0.09,0.06,0.09,0.06,0.06,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11186,ML,450,Mizidee,11186,,Male,2022-01-24T20:29:31.8771,459,Crimson Red,None,Mountain Top,Thin Bridge MonkeyFocals,Game Face Grin,Waterfall,Pigeon,Flame Tip Max Muscle,Leaf Tip,Hoodie & Headphones,Half n Half,12,80,14,83,13,86,18,81,0.1,0.1,0.09,0.07,0.07,0.2,0.05,0.06,0.05,0.05,0.15,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11213,ML,450,Takne,11213,,Male,2022-01-24T20:29:31.8873,488,MonkeySky Blue,Tiger Skin,Designed Ball Cap,Mindful,Poker Face Grin,Waterfall,Single Ear Gold Hoop,Flame Tip Max Muscle,Flame Tip,Plain Tee,Zig Zag,17,82,11,80,12,86,14,81,0.1,0.11,0.07,0.11,0.1,0.18,0.04,0.18,0.12,0.05,0.08,0.01,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11294,ML,450,Deeti,11294,,Male,2022-01-24T20:29:31.9179,446,Indigo Blue,Pyramids,Slicked Back Bun,Vengeful,Poker Face Grin,Pig Nose,Elf,Leaf Tip Max Muscle,Bare,Plain Tee,Diamond Stripes,12,78,16,79,15,81,12,87,0.06,0.05,0.1,0.06,0.02,0.08,0.06,0.06,0.02,0.09,0.14,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11127,ML,450,Flezen,11127,,Male,2022-01-24T20:29:31.8550,479,MonkeySky Blue,None,Designed Ball Cap,Mindful,Smile,Stubby,Single Ear Gold Hoops,Bare Muscle Arm,Flame Tip,Hoodie,Razor Spike,14,79,15,80,16,84,16,79,0.08,0.06,0.02,0.08,0.22,0.06,0.05,0.13,0.07,0.11,0.08,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11112,ML,450,Bupni,11112,,Male,2022-01-24T20:29:31.8487,401,Ash Black,Dragon Flames,Flame Top,Wicked Glass Eyes,Smile,Stubby,Spoon,Flame Tip Max Muscle,Leaf Tip,Plain Tee,Inverted Pulse,12,82,19,81,15,89,14,77,0.08,0.05,0.1,0.08,0.08,0.03,0.13,0.04,0.1,0.06,0.11,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11325,ML,450,Suncon,11325,,Male,2022-01-24T20:29:31.9296,485,Cocoa Banana,None,Ninja Headband,Wicked Glass Eyes,Poker Face Grin,Pointed,Pigeon,Flame Tip Max Muscle,Flame Tip,Silver MonkeyTough Chain,Plain Tee,14,84,19,80,16,86,14,94,0.09,0.05,0.05,0.07,0.09,0.07,0.08,0.16,0.19,0.08,0.04,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11261,ML,450,Thivo,11261,,Male,2022-01-24T20:29:31.9054,488,Christmas Green,Tribal,Solid Color Backward Snapback Cap,Wicked Glass Eyes,Poker Face Grin,Waterfall,Elf,Bare Muscle Arm,Bare,Plain Tee,New Age Camouflage,12,84,12,83,15,82,13,78,0.07,0.13,0.04,0.09,0.04,0.07,0.12,0.11,0.05,0.1,0.04,0.13,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11380,ML,450,Aglola,11380,,Male,2022-01-24T20:29:31.9506,493,Indigo Blue,Tiger Skin,Slicked Back with Bandana,Mindful,Toothpick Grin,Pig Nose,Spoon,Flame Tip Max Muscle,Flame Tip,Silver MonkeyKing Chain,Lightning Bolt ,11,86,15,90,14,77,14,82,0.09,0.09,0.08,0.12,0.04,0.05,0.08,0.13,0.13,0.08,0.1,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11326,ML,450,Sinlo,11326,,Male,2022-01-24T20:29:31.9300,511,Smurfy Blue,None,Messy Spikes,Wicked Glass Eyes,Smile,Pig Nose,Single Ear Gold Spikes,Leaf Tip Max Muscle,Leaf Tip,Sleeveless Hoodie,Horizontal Stripes,12,85,13,81,12,91,18,97,0.07,0.04,0.04,0.06,0.1,0.06,0.06,0.17,0.08,0.08,0.05,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11399,ML,450,Balmi,11399,,Male,2022-01-24T20:29:31.9577,395,Cocoa Banana,None,Messy Spikes,Sport MonkeyFocals,Poker Face Grin,Stubby,Elf,Bare Muscle Arm,Flame Tip,Hoodie,Horizontal Stripes,17,82,18,79,13,78,16,82,0.09,0.17,0.06,0.07,0.08,0.11,0.1,0.02,0.05,0.09,0.1,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11385,ML,450,Awmo,11385,,Male,2022-01-24T20:29:31.9525,453,Sandy Beach,None,Flame Top,Sport MonkeyFocals,Poker Face Grin,Waterfall,Single Ear Gold Hoop,Flame Tip Max Muscle,Bare,Sleeveless Hoodie,Inverted Pulse,13,76,15,83,16,80,12,84,0.09,0.11,0.05,0.03,0.06,0.03,0.06,0.07,0.04,0.08,0.04,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11071,ML,450,Hapni,11071,,Male,2022-01-24T20:29:31.8330,515,MonkeyRed,Lion King,Short Dreads with Headband,Wicked,Poker Face Grin,Stubby,Pointed,Flame Tip Max Muscle,Leaf Tip,Hoodie & Headphones,Horizontal Stripes,14,81,15,78,15,81,15,86,0.04,0.13,0.08,0.13,0.09,0.19,0.07,0.08,0.06,0.04,0.03,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11190,ML,450,Pausol,11190,,Male,2022-01-24T20:29:31.8786,481,Titanic Blue,Tribal,Mountain Top with Headband,Angry,Smirk,Waterfall,Double Ear Gold Hoop,Bare Muscle Arm,Leaf Tip,Hoodie & Headphones,Plain Tee,14,100,13,100,11,78,17,79,0.06,0.14,0.04,0.1,0.06,0.04,0.09,0.13,0.1,0.08,0.1,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11215,ML,450,Nmon,11215,,Male,2022-01-24T20:29:31.8881,506,Cocoa Banana,Tribal,Slicked Back Bun,Shocked Glass Eyes,Game Face Grin,Waterfall,Pointed,Leaf Tip Max Muscle,Leaf Tip,Sleeveless Hoodie & Headphones,Pillared Stripes,13,77,13,82,12,85,18,82,0.1,0.17,0.09,0.07,0.08,0.09,0.09,0.15,0.02,0.03,0.06,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11357,ML,450,Quashu,11357,,Male,2022-01-24T20:29:31.9421,474,Titanic Blue,Dragon Flames,Crown Top,Mindful,Poker Face Grin,Stubby,Single Ear Gold Hoop,Wing Tip Skinny,Wing Tip,Sleeveless Hoodie,Plain Tee,13,88,13,82,12,85,17,79,0.08,0.11,0.04,0.13,0.14,0.02,0.1,0.11,0.08,0.03,0.09,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11096,ML,450,Qeeishi,11096,,Male,2022-01-24T20:29:31.8428,430,MonkeyRed,Tiger Skin,Messy Spikes,Sport MonkeyFocals,Smile,Silver Septum Ring on Stubby Nose,Block,Bare Muscle Arm,Wing Tip,Hoodie,Half n Half,13,78,13,80,11,89,15,85,0.1,0.04,0.07,0.09,0.04,0.01,0.08,0.11,0.13,0.1,0.05,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11387,ML,450,Rode,11387,,Male,2022-01-24T20:29:31.9533,422,Cocoa Banana,Tribal,Crown Top,Mindful,Smile,Pig Nose,Pointed,Flame Tip Max Muscle,Bare,Silver MonkeyKing Chain,Horizontal Stripes,17,77,13,77,12,84,15,82,0.1,0.02,0.09,0.13,0.12,0.05,0.04,0.09,0.11,0.07,0.07,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11379,ML,450,Tekshu,11379,,Male,2022-01-24T20:29:31.9503,404,MonkeyBrick Red,Tribal,Crown Top,Thin Bridge MonkeyFocals,Poker Face Grin,Silver Septum Ring on Stubby Nose,Pigeon,Leaf Tip Max Muscle,Flame Tip,Hoodie,Horizontal Stripes,13,88,17,82,17,76,18,83,0.08,0.2,0.08,0.19,0.18,0.14,0.02,0.07,0.11,0.08,0.05,0.14,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11327,ML,450,Ahvon,11327,,Male,2022-01-24T20:29:31.9304,514,Avatar Blue,Tiger Skin,Flame Top,Crimson Red Mechanical Lasers,Smirk,Stubby,Single Ear Gold Hoops,Wing Tip Skinny,Bare,Hoodie & Headphones,Horizontal Stripes,14,80,17,81,17,82,18,78,0.14,0.15,0.08,0.04,0.16,0.1,0.05,0.08,0.15,0.05,0.05,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11267,ML,450,Basmon,11267,,Male,2022-01-24T20:29:31.9077,529,Snowy White,None,Slicked Back,Thin Bridge MonkeyFocals,Laughing,Stubby,Spoon,Feather Tip Muscle,Wing Tip,Sleeveless Hoodie & Headphones,Horizontal Stripes,13,77,15,80,14,81,19,87,0.03,0.18,0.17,0.07,0.06,0.09,0.01,0.09,0.13,0.08,0.11,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11274,ML,450,Jahmon,11274,,Male,2022-01-24T20:29:31.9103,520,MonkeySky Blue,Tiger Skin,Designed Ball Cap,Vengeful,Poker Face Grin,Pointed,Block,Leaf Tip Max Muscle,Flame Tip,Hoodie,Zig Zag,10,79,13,90,12,81,13,83,0.06,0.09,0.07,0.12,0.09,0.08,0.13,0.09,0.11,0.14,0.23,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11092,ML,450,Gerli,11092,,Male,2022-01-24T20:29:31.8413,448,Cherry Red,None,Greased Lightning,Shocked,Game Face Grin,Pig Nose,Spoon,Leaf Tip Max Muscle,Bare,Plain Tee,Sun Ray,13,80,18,79,15,82,14,82,0.04,0.06,0.07,0.08,0.14,0.03,0.14,0.07,0.06,0.16,0.03,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11232,ML,450,Ayzel,11232,,Male,2022-01-24T20:29:31.8945,577,Chalk White,None,Mountain Top,Focused,Game Face Grin,Pointed,Single Ear Gold Spikes,Leaf Tip Max Muscle,Wing Tip,Sleeveless Hoodie & Headphones,Half n Half,12,82,13,81,18,81,11,81,0.09,0.1,0.11,0.03,0.09,0.1,0.08,0.04,0.11,0.05,0.12,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11149,ML,450,Bamri,11149,,Male,2022-01-24T20:29:31.8633,601,Hulky Green,Tribal,Solid Color Backward Snapback Cap,Thin Bridge MonkeyFocals,Smile,Stubby,Spoon,Wing Tip Skinny,Leaf Tip,Silver Aztec Chain,Sun Ray,16,89,12,82,15,83,20,84,0.02,0.05,0.04,0.12,0.07,0.1,0.07,0.11,0.17,0.1,0.12,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11253,ML,450,Pererri,11253,,Male,2022-01-24T20:29:31.9025,445,Northern Blue,Tiger Skin,Crown Top,Orange Fusion,Poker Face Grin,Stubby,Spoon,Wing Tip Skinny,Wing Tip,Hoodie & Headphones,Horizontal Stripes,14,86,18,77,17,76,12,93,0.04,0.11,0.07,0.07,0.04,0.09,0.09,0.07,0.09,0.1,0.03,0.25,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11260,ML,450,Nuar,11260,,Male,2022-01-24T20:29:31.9051,429,Charcoal Black,None,Solid Color Backward Snapback Cap,Mindful,Laughing,Waterfall,Pigeon,Feather Tip Muscle,Wing Tip,Sleeveless Hoodie,New Age Stripes,17,80,13,86,10,79,23,83,0.05,0.11,0.13,0.13,0.06,0.11,0.09,0.04,0.12,0.06,0.04,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11159,ML,450,Ozno,11159,,Male,2022-01-24T20:29:31.8670,435,Indigo Blue,Dragon Flames,Flame Top,Mindful,Smile,Waterfall,Block,Wing Tip Skinny,Bare,Silver MonkeyTough Chain,Half n Half,12,84,11,82,23,81,12,83,0.11,0.05,0.12,0.08,0.1,0.04,0.06,0.09,0.09,0.08,0.08,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11340,ML,450,Deere,11340,,Male,2022-01-24T20:29:31.9353,597,Hulky Green,None,Greased Lightning,Vengeful,Game Face Grin,Stubby,Elf,Feather Tip Muscle,Flame Tip,Silver MonkeyTough Chain,Zig Zag,17,88,13,87,15,81,24,79,0.18,0.02,0.05,0.14,0.02,0.1,0.19,0.11,0.1,0.08,0.07,0.18,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11283,ML,450,Ralmi,11283,,Male,2022-01-24T20:29:31.9137,490,Charcoal Black,Tribal,Slicked Back Bun,Sad,Laughing,Pointed,Pointed,Wing Tip Skinny,Wing Tip,Hoodie,Diamond Stripes,12,97,15,79,13,77,13,81,0.1,0.04,0.04,0.11,0.07,0.05,0.05,0.15,0.12,0.11,0.07,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11081,ML,450,Mellisa,11081,,Male,2022-01-24T20:29:31.8369,345,Forest Green,Tiger Skin,Tidal Wave,Wicked Glass Eyes,Smile,Pointed,Block,Bare Muscle Arm,Wing Tip,Hoodie,Plain Tee,12,81,15,82,13,79,15,80,0.09,0.06,0.17,0.02,0.11,0.07,0.08,0.04,0.01,0.05,0.02,0.18,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11119,ML,450,Belcray,11119,,Male,2022-01-24T20:29:31.8514,428,Forest Green,Tiger Skin,Messy Spikes,Wicked,Game Face Grin,Pointed,Block,Wing Tip Skinny,Bare,Sleeveless Hoodie,Plain Tee,13,85,16,83,18,76,22,83,0.07,0.18,0.04,0.09,0.06,0.15,0.19,0.01,0.07,0.12,0.04,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11221,ML,450,Vason,11221,,Male,2022-01-24T20:29:31.8903,380,Forest Green,Tribal,Slicked Back Bun,Vengeful,Smile,Stubby,Block,Leaf Tip Max Muscle,Flame Tip,Plain Tee,Plain Tee,11,79,11,84,11,81,16,82,0.08,0.1,0.09,0.07,0.06,0.1,0.09,0.1,0.04,0.04,0.09,0.15,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11106,ML,450,Tekce,11106,,Male,2022-01-24T20:29:31.8465,496,Northern Blue,Ancient Script,Slicked Back Bun,Hulky Green Laser Mechanical Eyes,Smirk,Waterfall,Double Ear Gold Hoops,Leaf Tip Max Muscle,Bare,Sleeveless Hoodie & Headphones,Horizontal Stripes,12,86,17,92,17,82,13,77,0.02,0.1,0.04,0.01,0.07,0.13,0.02,0.05,0.08,0.02,0.08,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11339,ML,450,Zeerri,11339,,Male,2022-01-24T20:29:31.9349,435,Indigo Blue,Tribal,Mountain Top,Wicked Glass Eyes,Game Face Grin,Pig Nose,Pigeon,Bare Muscle Arm,Flame Tip,Hoodie,Hi Tech,16,77,13,84,17,80,23,92,0.08,0.02,0.14,0.08,0.1,0.09,0.06,0.08,0.09,0.07,0.07,0.02,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11262,ML,450,Tekni,11262,,Male,2022-01-24T20:29:31.9058,520,MonkeyBrown,Tiger Skin,Slicked Back with Bandana,Wicked Glass Eyes,Laughing,Stubby,Block,Leaf Tip Max Muscle,Bare,Sleeveless Hoodie,Diamond Stripes,19,78,19,81,19,80,12,88,0.11,0.09,0.07,0.06,0.09,0.05,0.07,0.1,0.11,0.13,0.18,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11284,ML,450,Olvo,11284,,Male,2022-01-24T20:29:31.9141,546,Indigo Blue,Tribal,Greased Lightning,Wicked Glass Eyes,Game Face Grin,Silver Nostril Ring on Pig Nose,Pointed,Wing Tip Skinny,Flame Tip,Plain Tee,Lightning Bolt ,11,76,18,80,15,86,17,79,0.05,0.03,0.05,0.12,0.05,0.13,0.04,0.21,0.16,0.05,0.03,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
